No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
982;2;Jl. Kalibaru Timur;KALI BARU;Masalah penginputan data warga di DTKS masih terus bermasalah, dan termasuk pendamping PKH;Usulan Kegiatan;Divalidasi
983;2;Jl. Kalibaru Timur;KALI BARU;Lansia mohon diperhatikan, selama ini pembayarannya tidak sesuai, kadang tidak jelas untuk sebulannya. Bahkan sekarang di bayar di bulan ke 3;Usulan Kegiatan;Divalidasi
984;2;Jl. Kalibaru Timur IV E;KALI BARU;Saya belum dapat bantuan untuk Lansia;Usulan Kegiatan;Divalidasi
985;2;Jl. Kalibaru Timur IV E;KALI BARU;KJP jangan dihapus, anak kami sangat butuh untuk sekolah;Usulan Kegiatan;Divalidasi
986;2;Jl. Kalibaru Timur IV E;KALI BARU;Masalah KJP anak, agar jangan diputus harus diperpanjang;Usulan Kegiatan;Divalidasi
987;2;Jl. Kalibaru Timur IV E;KALI BARU;KJP anak saya belum keluar keluar mulai dari anak sekolah di SD sampai sekarang SMP;Usulan Kegiatan;Divalidasi
988;2;Jl. Kalibaru Timur IV E;KALI BARU;KJP anak sekolah mohon diperhatikan dan diperpanjang;Usulan Kegiatan;Divalidasi
989;2;Jl. Kalibaru Timur IV E;KALI BARU;Masalah KJP anak jangan di putus;Usulan Kegiatan;Divalidasi
990;2;Jl. Kalibaru Timur IV E;KALI BARU;Mohon agar anak kami dapat di lanjutkan terus KJP nya;Usulan Kegiatan;Divalidasi
991;2;Jl. Kalibaru Timur;KALI BARU;Mohon agar BPJS Kesehatan dapat terus berlanjut bagi kami yang kurang mampu;Usulan Kegiatan;Divalidasi
992;2;Jl. Gotong Royong VII,;TUGU SELATAN;Tidak mendapatkan Kartu Lansia;Usulan Kegiatan;Divalidasi
993;2;Jl. Perjuangan No. 50,;TUGU SELATAN;Tidak mendapatkan Kartu Lansia;Usulan Kegiatan;Divalidasi
994;2;Jl. Gotong Royong VII, No. 57A;TUGU SELATAN;Tidak mendapatkan Kartu Lansia;Usulan Kegiatan;Divalidasi
995;2;Jl. Gotong Royong I;TUGU SELATAN;Suami saya sudah lansia, mohon bantuan;Usulan Kegiatan;Divalidasi
996;2;Jl. Gereja, No. 58;TUGU SELATAN;Saya lansia yang belum dapat bantuan bantuan;Usulan Kegiatan;Divalidasi
997;2;Jl. Gereja,;TUGU SELATAN;Anak saya belum dapat KJP a/n Yosafat di sekolah SDN Sunter Jaya;Usulan Kegiatan;Divalidasi
998;2;Jl. Gereja, No. 58;TUGU SELATAN;Tidak dapat KJP untuk anak anak sekolah;Usulan Kegiatan;Divalidasi
999;2;Jl. Gereja, No. 41;TUGU SELATAN;Tidak ada anak saya yang dapat KJP;Usulan Kegiatan;Divalidasi
1000;2;Jl. Gereja, No. 41;TUGU SELATAN;Bantu agar anak yang sudah kelas 3 SD bisa dapat KJP,;Usulan Kegiatan;Divalidasi
1001;2;Jl. Agape, No. 38;TUGU SELATAN;Anak saya tolong dapat di bantu agar dapat KJP;Usulan Kegiatan;Divalidasi
1002;2;Jl. Melati;TUGU SELATAN;Mohon diperhatikan anak anak sekolah yang orang tuanya tidak mampu, agar dapat di bantu mengenai pembayaran SPP;Usulan Kegiatan;Divalidasi
1003;2;Jl. Gotong Royong I;TUGU SELATAN;Anak saya penyandang disabilitas belum ada bantuan;Usulan Kegiatan;Divalidasi
1004;2;Jl. Persatuan IV, No. 50,;TUGU SELATAN;Anak ke dua saya Bernama Diandra Azriel (Disabilitas) sudah usial 6 tahun tapi belum pernah dapat bantuan;Usulan Kegiatan;Divalidasi
1005;2;Jl. Persatuan IV, No. 50,;TUGU SELATAN;Anak saya sampai kelas 3 belum dapat KJP atas nama Alvaro Gavriel;Usulan Kegiatan;Divalidasi
1006;2;Jl. SIndang, Rusun Koja;KOJA;Beberapa Warga yang kurang mampu kenapa tidak mendapatkan bantuan, tolong agar dapat di atur agar bantuan bisa tepat sasaran;Usulan Kegiatan;Divalidasi
1007;2;Rusun Marunda, Blok B5 No. 114;MARUNDA;Anak saya lulus SMK/PGRI 3Marunda, ijazah ditahan karena tunggakan 1,5 juta;Usulan Kegiatan;Divalidasi
1008;2;Rusun Marunda, Blok B6;MARUNDA;Ijazah anak belum tertebus, mohon bantuan;Usulan Kegiatan;Divalidasi
1009;2;Rusun Marunda, Blok 7, No. 119;MARUNDA;Saya belum mengambil ijazah SMP di MI Dahrul Gufron;Usulan Kegiatan;Divalidasi
1010;2;Rusun Marunda, Blok B6;MARUNDA;Ijazah kami tertahan disekolah, mohon bantuan penebusan;Usulan Kegiatan;Divalidasi
1011;2;Rusun Marunda, Blok B6, No. 305;MARUNDA;Kami mengajuan menebus ijazah bagi anak kami yang tidak mampu;Usulan Kegiatan;Divalidasi
1012;2;Rusun Marunda, Cluster A, Blok Pari No. 303;MARUNDA;Saya mempunyai anak disabilitas, sampai sekarang belum ada realisasai bantuan;Usulan Kegiatan;Divalidasi
1013;2;Rusun Marunda, Blok B6;MARUNDA;Mohon bantuan pengambilan Ijazah yang tertahan di sekolah bagi warga yang tidak mampu;Usulan Kegiatan;Divalidasi
1014;2;Rusun Marunda, Blok B6;MARUNDA;Untuk Fasilitas Kesehatan di rusun mohon agar dibangun Puskesmas dan bisa pelayanan 24 Jam;Usulan Kegiatan;Divalidasi
1015;2;Rusun Marunda, Blok B6;MARUNDA;Mohon dapat dibangun Sekolah SMA di Rusun;Usulan Kegiatan;Divalidasi
1016;2;Rusun Marunda, B6/202,;MARUNDA;Mohon dapat di perhatikan terkait pendamping PKH serta penerima PKH dan Rastra, jangan orang orang itu saja yang dapat, seharusnya di Rolling;Usulan Kegiatan;Divalidasi
1017;2;Rusun Marunda, B6/208;MARUNDA;Tolong dapat di perhatikan kesejahteraan para Lansia;Usulan Kegiatan;Divalidasi
1018;2;Rusunawa Marunda, Blok B6, No. 301;MARUNDA;Kartu Lansia Bapak saya kenapa tidak turun lagi;Usulan Kegiatan;Divalidasi
1019;2;Rusunawa Marunda, Blok B6, No. 301;MARUNDA;Kartu KJP Anak saya a/n Seratim kenapa tidak turun lagi;Usulan Kegiatan;Divalidasi
1020;2;Rusun Marunda, Blok B6;MARUNDA;KJP anak saya belum dapat, mohon bantuannya;Usulan Kegiatan;Divalidasi
1021;2;Rusun Marunda, B6/210;MARUNDA;KJP anak saya belum dapat, mohon bantuannya;Usulan Kegiatan;Divalidasi
1022;2;Rusun Marunda, B6/202;MARUNDA;KJP anak saya belum dapat, mohon bantuannya;Usulan Kegiatan;Divalidasi
1023;2;Rusun Marunda, Blok A10/213;MARUNDA;Anak saya tidak dapat KJP, sekolah di SDN 02 Pitung;Usulan Kegiatan;Divalidasi
1024;2;Rusun Marunda, Blok B6;MARUNDA;KJP buat anak tolong dapat dibantu;Usulan Kegiatan;Divalidasi
1025;2;Rusun Marunda, B6/317,;MARUNDA;KJP untuk anak saya Bina dan Maya tidak keluar;Usulan Kegiatan;Divalidasi
1026;2;Rusun Marunda, B6/414;MARUNDA;KJP anak saya sekolah jangan dipersulit;Usulan Kegiatan;Divalidasi
1027;2;Rusun Marunda, B6/318;MARUNDA;KJP anak saya Regina sekarang kenapa jadi sulit;Usulan Kegiatan;Divalidasi
1028;2;Rusun Marunda, Blok B6;MARUNDA;Banyak KJP tidak keluar termasuk anak saya;Usulan Kegiatan;Divalidasi
1029;2;Rusun Marunda, Blok B6/507;MARUNDA;KJP tidak kunjung keluar;Usulan Kegiatan;Divalidasi
1030;2;Rusuna Marunda, Blok B6 Lt. Dasar, Blok B5 No. 302;MARUNDA;Anak saya belum mendapatkan KJP, sekarang sudah kelas 3 SD, Mohon bantuannya;Usulan Kegiatan;Divalidasi
1031;2;Jl. Kelapa Sawit Raya, Blok KL-KN No. 10-11;KELAPA GADING TIMUR;Di RW. 019 Kelapa Gading Timur, ada lahan/Fasum yang berada di Jl. Kelapa Sawit Raya berdekatan kantor RW. 019, yang dapat di manfaatkan untuk fasilitas tersebut,;Usulan Kegiatan;Divalidasi
1032;2;Jl. Kelapa Molek IV/SA2, No. 1,;KELAPA GADING TIMUR;Mengharapkan disedikannya Sarana bermain anak, RPTRA atau ruang public terbuka,;Usulan Kegiatan;Divalidasi
1033;2;KP. Sukapura Jaya,;SUKA PURA;Untuk aktifitas senam di wilayah mohon bantuan Speaker;Usulan Kegiatan;Divalidasi
1034;2;Jl. Tipar Cakung, Gg. Pancong No. 90;SUKA PURA;Orang Tua usia 72 tahun tidak dapat bantuan apapun;Usulan Kegiatan;Divalidasi
1035;2;Jl. Tipar Cakung, Gg. Pancong No. 90;SUKA PURA;KJP anak dari bulan mei tidak cair;Usulan Kegiatan;Divalidasi
1036;2;KMP. Sukapura, Gg. Pancong;SUKA PURA;Banyak warga yang belum pernah dapat bantuan social seperti (PKH, BNPTN dll);Usulan Kegiatan;Divalidasi
1037;2;Jl. Gg. Pancong No. 73;SUKA PURA;Kurangnya bantuan untuk para lansia, pendataan masih kurang tepat;Usulan Kegiatan;Divalidasi
1038;2;Jl. Gg. Pancong No. 73;SUKA PURA;Lebih dirutinkan bantuan bahan pokok, karena sekarang sembako mahal;Usulan Kegiatan;Divalidasi
1039;2;Jl. Gg. Pancong No. 73;SUKA PURA;Mengharapkan disedikannya lapangan bermain anak anak, agar tidak berkeliaran ke KBN;Usulan Kegiatan;Divalidasi
1040;2;Jl. Gg. Pancong No. 73;SUKA PURA;Begitu sulit kami menempatkan anak kami untuk sekolah karena terkait zonasi dan usia, mohon bantuan perbaikan system Pendidikan;Usulan Kegiatan;Divalidasi
1041;2;Jl. Gg. Pancong No. 73;SUKA PURA;Kenapa KJP sekarang ga turun turun/cair;Usulan Kegiatan;Divalidasi
1042;2;KP. Sukapura, Gg. SMA 83;SUKA PURA;Banyak warga Sudah daftar DTKS tapi di cek belum terdaftar;Usulan Kegiatan;Divalidasi
1043;2;Jl. Gg. Pancong No. 71;SUKA PURA;PKH kenapa yang dapet orangnya itu itu saja, pendamping ga di ganti;Usulan Kegiatan;Divalidasi
1044;2;Jl. Gg. Pancong No. 71;SUKA PURA;Banyak warga Sudah daftar DTKS tapi di cek belum terdaftar;Usulan Kegiatan;Divalidasi
1045;2;Jl. Duren Terusan;SEMPER BARAT;Bantuan sarana Olah raga berupa Tennis meja dapat di sediakan;Usulan Kegiatan;Divalidasi
1046;2;Jl. Duren Terusan;SEMPER BARAT;Mohon bantuan Alat Pengeras Suara di wilayah, untuk kelancaran kegiatan kegiatan;Usulan Kegiatan;Divalidasi
1047;2;Jl. Duren Terusan, No. 3;SEMPER BARAT;Untuk masuk ke sekolah jenjang berikutnya agar Usia anak dibuat aturan tersendiri, agar kouta tampung bangku mendapatkan porsi bagi usia muda. Masalahnya sekolah swasta mahal;Usulan Kegiatan;Divalidasi
1048;2;Jl. Duren Terusan, No. 6;SEMPER BARAT;Pengajuan KJP baru yang sudah terdaftar di DTKS tapi tidak sukses. Mohon dipermudah;Usulan Kegiatan;Divalidasi
1049;2;Jl. Belimbing Terusan, No. 17;SEMPER BARAT;Posyandu Balita kami agar dapat dibantu Penimbangan, Alat Ukur tinggi badan, karena yang ada kami hanya pinjam dari RW lain;Usulan Kegiatan;Divalidasi
1050;2;Jl. Duren Terusan;SEMPER BARAT;Daftar masuk sekolah  buat anak anak kami agar prosesnya menjadi baik, karena masalah umur dan zonasi tidak membela rakyat;Usulan Kegiatan;Divalidasi
1051;2;Jl. Duren Terusan;SEMPER BARAT;Mohon agar dapat mempermudah kami mahasiswa yang kuliah di swasta untuk mendapatkan KJMU;Usulan Kegiatan;Divalidasi
1052;2;Jl. Duren Terusan, No. 27;SEMPER BARAT;PKH, BPNT dan bantuan lainnya kenapa berhenti;Usulan Kegiatan;Divalidasi
1053;2;Jl. Duren Terusan, No. 27;SEMPER BARAT;KJP agar terus dapat dilanjutkan, anak banyak yang sudah tidak mendapatkan KJP, dan jangan mempersulit proses KJP;Usulan Kegiatan;Divalidasi
1054;2;Jl. Duren Terusan, No. 21 B,;SEMPER BARAT;Saya Lansia 61 tahun belum pernah dapat bantuan social dari pemerintah;Usulan Kegiatan;Divalidasi
1055;2;Jl. Pembangunan III, No. 24;RAWABADAK UTARA;Saya usia 61 tahun tapi belum dapat kartu lansia;Usulan Kegiatan;Divalidasi
1056;2;Jl. Pembangunan III, No. 24;RAWABADAK UTARA;Suami sudah usia 68 tahun tapi belum dapat kartu lansia;Usulan Kegiatan;Divalidasi
1057;2;Jl. Pembangunan III, No. 25;RAWABADAK UTARA;Anak saya sudah sampai kelas 4 SD belum dapet KJP;Usulan Kegiatan;Divalidasi
1058;2;Jl. Pembangunan III;RAWABADAK UTARA;Anak saya belum dapat KJP;Usulan Kegiatan;Divalidasi
1059;2;Jl. Pembangunan III;RAWABADAK UTARA;Mohon agar anak anak kami diwilayah mendapatkan Program PIP;Usulan Kegiatan;Divalidasi
1060;2;Jl. Pembangunan III;RAWABADAK UTARA;Daftar sekolah susah karena zonasi, tetapi yang diterima justru orang yang jauh dari wilayah sekolah, khusunya SD;Usulan Kegiatan;Divalidasi
1061;2;Jl. Pembangunan III;RAWABADAK UTARA;PKH belum keluar sampai sekarang;Usulan Kegiatan;Divalidasi
1062;2;Jl. Pembangunan III, No. 20;RAWABADAK UTARA;Mohon agar dapat disosialisasikan mengenai DTKS, agar kami tahu kapan Pendaftaran DTKS di buka;Usulan Kegiatan;Divalidasi
1063;2;Jl. Janur Hijau, Blok JJ;RAWABADAK UTARA;Masalah usia masuk sekolah, SDN harus 8 tahun, sampai SMP dan SMA, Jalur Zonasi bikin susah, mohon di benahi;Usulan Kegiatan;Divalidasi
1064;2;Jl. Pembangunan III;RAWABADAK UTARA;Saya warga usia 65 Tahun belum dapat fasilitas lansia;Usulan Kegiatan;Divalidasi
1065;2;Jl. Pembangunan III;RAWABADAK UTARA;Mohon agar anak anak yang di sekolah Swasta dapat di gratiskan Buku Buku nya;Usulan Kegiatan;Divalidasi
1066;2;Jl. Janur Hijau, Blok JJ;RAWABADAK UTARA;Diharapkan agar semua lansia di wilayah dapat di bantu kesejahteraannya;Usulan Kegiatan;Divalidasi
1067;2;Jl. Janur Hijau, Blok JJ;RAWABADAK UTARA;Anak saya 9 tahun, pernah sekolah tapi berhenti 2 tahun karena pindah ke kampung, sekarang balik lagi ke Jakarta untuk Kembali sekolah, namun kendala dari sekolah tidak adanya bangku yang kosong buat anak saya ikut sekolah, mohon bantuan;Usulan Kegiatan;Divalidasi
1068;2;Jl. Janur Hijau, Blok JJ;RAWABADAK UTARA;Masalah Rastra orang tua saya belum keluar padahal pengajuannya sudah lam;Usulan Kegiatan;Divalidasi
1069;2;Jl. ZZ;RAWABADAK SELATAN;RW. 005 berada di Zonasi SMPN 277, SMAN 13 tapi di sekolah yang dimaksud tidak berada dalam jalur zonasi kami;Usulan Kegiatan;Divalidasi
1070;2;Plumpang B;RAWABADAK SELATAN;Belum pernah dapat bantuan Lansia;Usulan Kegiatan;Divalidasi
1071;2;Jl. ZZ;RAWABADAK SELATAN;Paguyuban di wilayah butuh alat pengeras Suara;Usulan Kegiatan;Divalidasi
1072;2;Jl. Plumpang B,;RAWABADAK SELATAN;Masalah Bantuan Sosial seperti beras kenapa belum turun;Usulan Kegiatan;Divalidasi
1073;2;Jl. ZZ;RAWABADAK SELATAN;Tolong diperhatikan masalah KJP anak saya dari kelas 1 sampai kelas 3 belum jadi jadi;Usulan Kegiatan;Divalidasi
1074;2;Jl. ZZ;RAWABADAK SELATAN;Semoga anak kami yang belum dapat KJP dapat di realisasikan;Usulan Kegiatan;Divalidasi
1075;2;Jl. ZZ;RAWABADAK SELATAN;Tolong bantu anak saya mendapatkan KJP, sekolah di SMK Gunung Jati;Usulan Kegiatan;Divalidasi
1076;2;Jl. ZZ;RAWABADAK SELATAN;Tolong pendataan DTKS harus merata, kalua bisa door to door;Usulan Kegiatan;Divalidasi
1077;2;Jl. ZZ;RAWABADAK SELATAN;Anak saya 2 orang biasanya dapat KJP, kenapa sekarang yang duduk di STM sudah tidak mendapatkan KJP lagi;Usulan Kegiatan;Divalidasi
1078;2;Jl. ZZ;RAWABADAK SELATAN;Orang Tua saya sangat membutuhkan bantuan kursi roda;Usulan Kegiatan;Divalidasi
1079;2;Jl. ZZ;RAWABADAK SELATAN;Masalah BPJS anak Bernama M. Ridwan S. belum bayar tunggakan karena ekonomi sulit, mohon di bantu;Usulan Kegiatan;Divalidasi
1080;2;Jl. ZZ;RAWABADAK SELATAN;Di Wilayah kami para kader dan pengurus wilayah sering melakukan olah raga senam, butuh sarana sound system;Usulan Kegiatan;Divalidasi
1081;2;Jl. ZZ;RAWABADAK SELATAN;Semoga Warga Lansia yang belum dapat Kartu Lansia bisa segera diperoleh;Usulan Kegiatan;Divalidasi
1082;2;Jl. ZZ;RAWABADAK SELATAN;Semoga anak saya bisa dapat KJP;Usulan Kegiatan;Divalidasi
1083;2;Jl. ZZ;RAWABADAK SELATAN;Pos Lansia di wilayah membutuhkan Alat Kesehatan, Cek Gula Darah, Kolestrol dan buku buku catatan;Usulan Kegiatan;Divalidasi
1084;2;Jl. Alur Laut Gg. 77;RAWABADAK SELATAN;Pemberian Modal Usaha buat pelaku Usaha UMKM;Usulan Kegiatan;Divalidasi
1085;2;Jl. ZZ;RAWABADAK SELATAN;Bantuan Bantuan PKH/BPNT, yang tidak tepat sasaran;Usulan Kegiatan;Divalidasi
1086;2;Jl. ZZ;RAWABADAK SELATAN;Memperhatikan masalah Kesehatan Masyarakat;Saran;Divalidasi
1087;2;Jl. ZZ;RAWABADAK SELATAN;Memperhatikan Pendidikan anak sekolah;Saran;Divalidasi
1088;2;Jl. Pelepah Asri II;KELAPA GADING BARAT;Mohon bantuanuntuk taman kota agar dipasang paving blok, Castin, Pasir);Usulan Kegiatan;Divalidasi
1089;2;Jl. Pelepah Asri II;KELAPA GADING BARAT;Mohon bantuan pengadaan gerobak sampah untuk kebersihan lingkungan;Usulan Kegiatan;Divalidasi
1090;2;Jl. Janur Asri VII, Blok QK-14/7;KELAPA GADING BARAT;Taman Taman di Lingkungan RW. 012 masih kurang, agar mohon dapat dibantu penanaman Pohon dan Bunga;Usulan Kegiatan;Divalidasi
1091;2;Jl. Janur Asri II, Blok QK-4/20;KELAPA GADING BARAT;Kali betik sampai sekarang belum diturap, mengingat permasalahan kali betik dinding kali semakin terkena gesekan air, mohon segera di turap;Usulan Kegiatan;Divalidasi
1092;2;Jl. Pelepah Asri II;KELAPA GADING BARAT;Jalan Boulevard depan Janur Asri jalan yang berlubang hanya dikerjakan secara tambal sulam, mohon kedepan agar jalan tersebut dapat dirapikan;Usulan Kegiatan;Divalidasi
1093;2;Jl. Pelepah Asri II, Blok QJ-8/16;KELAPA GADING BARAT;Tembok Kali Betik yang rubuh dan pondasi yang longsor agar segera perbaikan;Usulan Kegiatan;Divalidasi
1094;2;Jl. Pelepah Asri II, Janur Asri IV, Blok QK-9/20,;KELAPA GADING BARAT;Mohon agar dapat dilakukan penambahan Con Block untuk area taman di RW. 012;Usulan Kegiatan;Divalidasi
1095;2;Jl. Pelepah Asri II, Janur Asri IV, Blok QK-9/20,;KELAPA GADING BARAT;Pengerukan dasar Sungai dari puing puing bekas runtuhan apada kali betik agar aliran air mengalir lancar;Usulan Kegiatan;Divalidasi
1096;2;Jl. Pelepah Asri II, Janur Asri IV, Blok QK-9/20,;KELAPA GADING BARAT;Mohon dapat dilakukan Pembuatan Tanggul Kali Betik;Usulan Kegiatan;Divalidasi
1097;2;Jl. Kebantenan,;SEMPER TIMUR;Perbaikan saluran air dan gorong gorong di RT. 002/005;Usulan Kegiatan;Divalidasi
1098;2;Jl. Kebantenan IV No. 18;SEMPER TIMUR;Mohon segera melakukan pengerukan lumpur di dasar saluran Air karena sebentar lagi musim hujan;Usulan Kegiatan;Divalidasi
1099;2;Jl. Kebantenan IV/16;SEMPER TIMUR;Saluran depan rumah selalu banyak sampah terkumpul karena ada pasar jongkok, mohon pembersihan dan menyediakan bak sampah;Usulan Kegiatan;Divalidasi
1100;2;Jl. Kebantenan IV/16;SEMPER TIMUR;Jika musim hujan besar, rumah selalu kemasukan air ± 20 cm;Usulan Kegiatan;Divalidasi
1101;2;Jl. Kebantenan VII;SEMPER TIMUR;Agar lebih membenahi Saluran Air dan Gorong – gorong yang tersumbat;Usulan Kegiatan;Divalidasi
1102;2;Jl. Pelepah Elok VI, Blok QD;KELAPA GADING BARAT;Musim hujan akan turun, Artha Gading ada pompa tapi dari arah kali Nias tidak lancer, mohon di cek mungkin pintu air ataupun pompa yang tidak ada, dulu ada tapi dipindahkan oleh Summarecon;Usulan Kegiatan;Divalidasi
1103;2;Jl. Pelepah Elok VI, Blok QD;KELAPA GADING BARAT;Untuk masalah pencemaran udara dimohonkan agar pemerintah dapat memberi aturan terhadap restaurant dapat memanage beban polusi dari exhaust, contoh seperti yang ada di singapura, mereka menggunakan pembersih udara sehingga tidak berasap dan tidak menimbulkan polusi;Usulan Kegiatan;Divalidasi
1104;2;Jl. Janur Elok IV, Blok QB 12/3,;KELAPA GADING BARAT;Untuk Wilayah perumahan di RW. 006 sebenarnya sangat diperlukan taman bahkan diperbanyak agar kondisi udara di sekitar bisa sehat;Usulan Kegiatan;Divalidasi
1105;2;Jl. Janur Elok VI, Blok QE 15;KELAPA GADING BARAT;Pompa sudah ada tentunya diperlukan pemeliharaan rutin agar tetap kelapa gading dapat terhindar dari banjir;Usulan Kegiatan;Divalidasi
1106;2;Jl. Janur Elok VI, Blok QE 12,;KELAPA GADING BARAT;Mengenai masalah Sampah di BGM, tolong agar dapat di atur mengenai akses pengambilan sampah dalm komplek, apakah harus menggunakan akses pintu khusus;Usulan Kegiatan;Divalidasi
1107;2;Jl. Janur Elok II, Blok QD;KELAPA GADING BARAT;Mohon memperbanyak lampu penerangan jalan;Usulan Kegiatan;Divalidasi
1108;2;Jl. Janur Elok II, Blok QD 8/10;KELAPA GADING BARAT;Jalan Jalan di Kelapa Gading kalah dengan jalan jalan yang berada di luara Gading, padahal kami bayar pajak dan PBB;Usulan Kegiatan;Divalidasi
1109;2;Jl. Janur Elok II, Blok QD 8/10;KELAPA GADING BARAT;Jalan Nias Raya perlu di remajakan seperti Artha Gading;Usulan Kegiatan;Divalidasi
1110;2;Jl. Janur Elok II, Blok QC 5/9;KELAPA GADING BARAT;Jalan Jalan mohon diperbaiki, saat ini hanya dilakukan tambal sulam, mohon agar bisa permanen;Usulan Kegiatan;Divalidasi
1111;2;Jl. Pelepah Elok VI;KELAPA GADING BARAT;Pembuangan sampah sembarangan dan melakaukan pembakaran sampah, karena warga cari cara mudah, mohon ini menjadi perhatian pemerintah;Usulan Kegiatan;Divalidasi
1112;2;Jl. Pelepah Elok VI;KELAPA GADING BARAT;Masalah Polusi bukan hanya dari kendaraan tapi banyak dari industry;Usulan Kegiatan;Divalidasi
1113;2;Jl. Kalibaru Timur IV E;KALI BARU;Mengenai Sampah yang masih banyak di pinggir laut, sangat mengganggu kehidupan laut dan pencemaran;Usulan Kegiatan;Divalidasi
1114;2;Jl. Perjuangan Gg. Dame;TUGU SELATAN;Diwilayah kami gelap di malam hari, mohon ada pemasangan Lampu Jalan;Usulan Kegiatan;Divalidasi
1115;2;Jl. Gotong Royong II;TUGU SELATAN;Perbaikan Saluran Air (Got) di daerah RT. 012, dan di beberapa wilayah tidak ada saluran air;Usulan Kegiatan;Divalidasi
1116;2;Jl. Gereja;TUGU SELATAN;Mohon agar dapat dilanjutkan pengecoran jalan di jalan Gereja RW. 008;Usulan Kegiatan;Divalidasi
1117;2;Jl. Pegangsaan Indah Barat II;PEGANGSAAN DUA;Banjir karena terkurung dari perumahan sebelah yang lebih tinggi, mohon agar dapat dilakukan peninggian jalan masuk ke sekolah Marie Joseph Puspa Gading;Usulan Kegiatan;Divalidasi
1118;2;Puspa gading, Blok E1/8;PEGANGSAAN DUA;Saluran Got di area Puspa gading yang di depan jalan raya mohon di keruk dan agar air mengalir lancar ke kali;Usulan Kegiatan;Divalidasi
1119;2;Puspa gading, Blok E1/8;PEGANGSAAN DUA;Jalan di Arteri di depan gerbang Puspa Gading sering terjadi kecelakaan, termasuk jembatan arteri yang di tembok sehingga menghalangi pandangan;Usulan Kegiatan;Divalidasi
1120;2;Jl. Pegangsaan Indah Barat II;PEGANGSAAN DUA;Lampu Jalan yang kurang memadai, mohon agar dapat di perbaiki;Usulan Kegiatan;Divalidasi
1121;2;Pondok Gading Utama, E 24;PEGANGSAAN DUA;Mohon agar jalan di komplek PGU di lakukan peningian jalan;Usulan Kegiatan;Divalidasi
1122;2;Pondok Gading Utama, E 24;PEGANGSAAN DUA;Jika banjir lama surut, terutama jika pompa di Don Bosco di hidupkan atau dibuka, air jadi berputar putar di Komplek;Usulan Kegiatan;Divalidasi
1123;2;Jl. Pegangsaan Indah Barat II;PEGANGSAAN DUA;Jalan dilingkungan RT. 010 tolong di aspal/Hot Mix, karena jalan yang berbentuk cor mempunyai efek kurang baik, menimbulkan debu jalanan;Usulan Kegiatan;Divalidasi
1124;2;Jl. Pegangsaan Indah Barat II;PEGANGSAAN DUA;Aliran Saluran pembuangan air dari puspa gading arah utara ke kali jengkol masih bermasalah, Jalur saluran menyempit (Gorong gorong tidak bisa mengalir secara baik) mohon perbaikan dan pembersihan, selain itu harus di bangun pintu air;Usulan Kegiatan;Divalidasi
1125;2;Jl. Pegangsaan Dua;PEGANGSAAN DUA;Saluran Air (Gorong2) mohon diperbanyak agar betul betul dapat mengantisipasi banjir;Usulan Kegiatan;Divalidasi
1126;2;Rusun Koja, Jl. Sindang;KOJA;Mohon bantuan agar dapat disediakan Tong Sampah atau bantuan gerobak sampah;Usulan Kegiatan;Divalidasi
1127;2;Rusun Marunda, Blok B6, No. 218,;MARUNDA;Masalah Ketika warga terjadi tunggakan akan sewa rusun, tolong agar pemerintah dapat mengatur suku bunganya karena sangat tinggi;Usulan Kegiatan;Divalidasi
1128;2;Jl. Kelapa Sawit Raya, Blok KL-KN No. 10-11;KELAPA GADING TIMUR;Jembatan penempatan depan Astra dekat sekolah Marie Joseph mohon dibuka tembok jembatannya, karena menghalangi pandangan, ini untuk menghindari kecelakaan sudah banyak jatuh korban;Usulan Kegiatan;Divalidasi
1129;2;Jl. Kelapa Molek VII Blok X1/22;KELAPA GADING TIMUR;Penanaman Pohon pohon ditengah Tengah jalan protocol di seluruh wilayah gading dan di bawah tol LRT;Usulan Kegiatan;Divalidasi
1130;2;Jl. Kelapa Molek VII Blok X1/22;KELAPA GADING TIMUR;Agar diadakan Tong/Bak Sampah, yang dibangun/dipasang setiap 5 meter, agar lingkungan bersih;Usulan Kegiatan;Divalidasi
1131;2;Jl. Kelapa Molek VII Blok X1/22;KELAPA GADING TIMUR;Jalan jalan besar, Jl. Kopyor Raya dan Jl. Gading Putih Raya, mohon dibuat trotoar sepanjang kali untuk pengguna pejalan kaki;Usulan Kegiatan;Divalidasi
1132;2;Jl. Kelapa Sawit Raya, Blok KL-KN No. 10-11;KELAPA GADING TIMUR;Pohon depan rumah warga puyuh I/KL 5, mohon di tebang dan dirapikan;Usulan Kegiatan;Divalidasi
1133;2;Jl. Kelapa Sawit Raya, Blok KL-KN No. 10-11;KELAPA GADING TIMUR;Masalah sampah yang menumpuk di depan gang puyuh I, sangat mengganggu keluar masuk kendaraan, sebaiknya dinas kebersihan dapat mengambil sampah tersebut setiap hari;Usulan Kegiatan;Divalidasi
